text,sentiment
Tolong pak jika terjadi korupsi di kementrian mohon di tindak tegas salut dah kalo langsung di tindak,negative
"Jelas bgt yg di singgung prabowo, yg serakah yg parah, ingin berkuasa yg panjang Siapakah dia contoh yg di maksut Eng ing eng",negative
Kabinet Prabowo rasa Mulyono,negative
"setuju pak,pesan bahan bakunya dari para petani dan pelaku umkm, jangan pesan ke adiknya fufufafa",negative
"Gundulmu, ihsg jadi merah jadi hijau.. Ini turun 1% lebih..",negative
Pecat pak menteri bapak kerja belum nyata sudah minta dana jangan buat ratyat gak percaya kerja menteri bapak,negative
"kenapa harus 2 periode, kenapa 5tahun sekali, UUD bngsad,,  gimana negara mau maju, indonesia luas bre, dikit ganti presiden, dikit ganti aturan, bngsd",negative
kenapa sih dari dulu gda presiden yg bisa bikin hukuman korupsi jdi lebih berat .  munimal potong tangan lah kalo korupsinya udh sampe sampe ratusan juta . tapi gda yg berani heran,negative
g ngaruh buat hidupq,negative
"untuk membrantas koruptor,Bpk Presiden dan DPR harus segera membuat undang2 anti korupsi perampasan aset dan memiskinkan koruptor.tanpa undang2 itu, sulit membrantas korupsi.",negative
"Pak utk PKH BLT subsidi tolong di kaji ulang, bener bener di survei tempat saya tidak tepat sasaran. Orangnga itu itu aja yang dapet. Tolong BPS nyurvei dong paj",negative
WAKTU SMP SMA SAYA SERIG KELAPARAN KLO SIANG TAPI WAKTU PULANG MASIH LAMA DAN HABIS UANG SAKU KITA TETEP GA BISA JAJAN,negative
"ayo pak pajak umkm jangan di cekik, kita umkm susah berkembang dengan pajak yg sekarang,",negative
Kita anak buru di tambang nikel mohon pak China yang pekerja di dalam harus di pulangkan,negative
Aku milih jokowi bajingan biadap 2x anies 1x tp mlihat prabowo tulus dalam pidato dan rapat aku mulai percaya sm president prabowo,negative
"Sepakat lebih dominan urusan dalam negeri, harus sesegera nya di eksekusi lebih cepat lebih baik, agar lebih terasa oleh rakyat jelata, jangan tunggu tunggu lagi",negative
Pak presiden datang lah ke meranti Riau tengok jalan kami hanco,negative
Ikn jauh dari kata jdi ya emg targetnya kelar 2045 bambang,negative
Sekarang rakyat mulai sadar...komen2 bnyk jg dr akademisi  hrsnya prabowo yg jd presiden 2014 lalu bukan mulyono yg bikin amburadul,negative
"Prabowo yes, Fufufafa no!",negative
Pak prabowo harus tegas pak dengan orang yang suka cacimaki.yang kedua sama korupsi buatkan penjara di pulau sendiri.jangan penjara di sekitar jakarta.nggak bedanya kLau masih di daerah ramai penjaranya,negative
Pak Presiden Prabowo sahkan dulu UU perampasan aset bagi pelaku korupsi. Terus cari dan tangkap pelaku korupsi yg belum tertangkap. Dan buat UU wajib militer,negative
yang pertama untuk penanggulangan korupsi itu bukan pelacakan tindakan korupsi tapi penegasan hukuman ketika terbukti korupsi sehingga ada 1 orang terbukti yg lain pada was was,negative
"Joss pak prabowo,,anaknindonesia tidak semua berkecukupan...kadang 2 sy juga kalau lagi ga kerja lagi nganggur sesek anak belum bisa jajan ..",negative
Bubarkan aja instansi kepolisian.. Hama wereng bagi masyarakat indonesia.. Dikira kemaren dpt anggaran paling tinggi kinerja y luar biasa bagus eh tenyata paling buruk.,negative
Dunia pariwisata pk  jika kinerja gubernur/walkot/bupati tdk membuat skala prioritas di dinas pariwisata PAD daerah rendah  sarang korup selain dukungan   Cc,negative
kalau kamu milih karena tau kinerja Prabowo yaa selamat bro. berarti bukan kamu yg dimaksud orang dengan iq rendah karena milih cuma karena gemoy,negative
Sama nih 1179B baru masuk depok baru harusnya 08.02 ini br masuk 08.13 ngaco!!!!! Kereta Jawa terus yg diutamain. Diprotes ga di evaluasi2. Masinisnya ngerem mendadak mulu!!!!! Kinerja apa itu helpppp,negative
Ini Bukan Kutukan.. hanya Kebodohan dia aja! Ada 2 Pembekalan di Hambalang  Magelang.. Semua pasti Arahan Terbaik  kpd mrk ini.! Tp dia ini udah ngeluh ini itu sblm Bkerja Hasil Kinerja blm ada.! Artinya dia ini Tdk Mampu..No Debat.! Sgr Pecat aja.!,negative
Parah menteri HAM Prabowo mata duittan kinerja gak jelas,negative
Mohon Pak Presiden dan tua-tuan yang Terhormat mengevaluasi Kinerja aparatnya    Belom ada bukti Gratifikasi sudah ditangkap. Dasarnya kebijakan kan tidak bisa ditangkap kalau itu.,negative
dan  bikin ukuran kinerja dokter nakes berbasis banyaknya jumlah pasien yg ditangani..ya gak dosa dong nakes kalo berdoa moga banyak orang sakit..dosa ditanggung menpanrb presiden wapres..hahahaha,negative
sebuah drama pamer kuasa dari rejim prabowo yg tebang pilih. awal kinerja yg buruk dari kejaksaan agung,negative
"Program pak presiden sangat baik, karena sasaran kemakmuran di rasakan langsung k rakyat.TAPI yang jadi PENYAKITnya adalah, pelaksana di bawah, mulai dari KETUA RT, KETUA RW, KEPALA DUSUN, BPD, KEPALA DESA, dan seteruanya ke atas BANYAK yg TIDAK amanah.Saya saja sudah 40 tahun lahir dan tinggal di desa terpencil di kec. jawai kalimantan barat, sejak lahir sampai sekarang gak pernah merasakan mandi air tawar, selalu mandi air asin, klo mau mandi air tawar ya harus pake air hujan, tapi masalahnya air hujan hny utk minum dan masak, gak cukup utk mandi, rumah kami ada 1 km dari pantai.Ada sumur bor yg dibangun desa, tapi cuma di aliri ke rumah keluarga dan pengikut kepala desa itu.Lahan pertanian dan perkebunan yg rusak, pupuk yg dijual mahal oleh pengurus padahal disubsidi, makanan pokok juga begitu.bahkan kalangan keluarga kami sering gak makan dan anak kami bergizi buruk.coba sekali² turun ke desa kami. cek langsung.",negative
"reshufle pigai ,pak",negative
"Prabowo oke sih, tapi fufufafa, duuh buang buang anggran doang",negative
Semoga ke pesimis an saya kepada pak prabowo bisa bertolak belakang dengan pak prabowo yang saat ini menjadi presiden karna terlalu dini bilang bangga kepada Pak prabowo seperti berapa banyak kata sesumbar pak jokowi periode 1 dan 2 bisa cek jejak digital nya lain omongan tahun ini lain omongan tahun depan dengan pertanyaan yang sama bahkan IKN di bilang keputusan rakyat bersama padahal saya dan keluarga ga ikutan dukung IKN jujur ga pro pak prabowo sebelumnya bukan karena pak prabowo tapi wakilnya dan para timses nya menurut ku ada kepentingan pribadi demi jabatan dan kekuasaan kalau pak prabowo memang terlihat tulus tapi takut di pertengahan perjalanan jabatan nya ada yang bermain setegas tegas pak prabowo beliau sudah berumur di mana menjadi presiden butuh konsentrasi fokus dan mampu menjangkau segala aspek permasalahan dalam negara mudahan bukan sebuah kata tapi bisa menghasilkan minimal korupsi berkurang kemikmskinan berkurang pendidikan semakin mudah bagi anak dan pengangguran juga semakin berkurang drastis dar semua aspek permasalahan negara kita meski tidak 100% teratasi paling tidak 70-80% itu sudah bagus banget jangan usai menjabat banyak utang pendidikan semakin parah judol pinjol di mana mana pengangguran meningkat PHK  ratusan ribu buruh korupsi yang tak terbendung semoga ke depan pak prabowo membuka harapan menjadi nyata,negative
BOSS Secepatnya TOLONG RAKYAT !!!! EKONOMI Morat Marit BOSS,negative
"Saya tau bagus banget sih makan siang gratis. Sayangnya anak sekarang makannya aja pilah-pilih, syg bnget kalo banyak yg kebuang",negative
Mak baperan sekarang jd seakan2 memusuhi pemerintahan presiden   pelantikan ga mo dtg di undang acara ketum partai juga ga dtg Elite dan bajer2 nya smua di kerahkan utk menghujat pak  dan keluarga nya PARTAI DEMOKRASI ATAU PARTAI KEDENGKIAN,negative
Ngurus SIM wajib BPJS ! Kengawuran macam ini ( program-program konyol yang tidak jelas master plan ) perlu diperbaiki di era pemerintahan Prabowo - Gibran.,negative
Jika pemerintahan bapak   Memperhatikan segala penderitaan guru honorer di Indonesia maka saya yakin negara ini akan lebih maju dari Jepang,negative
JUDOL DIPELIHARA LUMAYAN SETORAN NY BULANAN AJA 8 5 JT SETAHUN DAH KELIHATAN ..MANTESAN WACANA DI BINA JD UMKM KAN KOPLAK ....BERADA DI BARISAN PEMERINTAHAN BUKAN BERARTI AMAN SEMOGA   konsisten dalam mewujudkan PEMERINTAHAN yang Bersih bebas Korupsi apa,negative
Wah aturannya bertentangan dengan visi misi pemerintahan baru nih,negative
Wah parah sih  beneran setega itu bikin aturan dengan ngorbanin masyarakat kecil nargetin pertumbuhan ekonomi pemerintahan baru,negative
Setidaknya ini usaha kecil kita berada dibarisan yang mana mungkin kalo melihat pemerintahan baru saat ini sangat mustahil sebab prabowo-gibran naik presiden-wakil presiden Jokowi turut andil besar tapi ini politik semua tergantung kepentingan. Mudah² Prabowo mendengar.,negative
Sepertinya ada yang aneh dengan cara kerja pemerintahan Prabowo-Gibran banyak yang gratis. Ini bahaya sih.,negative
"Pak Prabowo tolong di lihat dulu babe Haikal itu Mana pakaian di halalkan enguar sekali itu kebajikan Belio Pak,kalo ga tau kerja di ganti saja",negative
"Jangan hanya cuma omon omon pak, nanti ke batunya sendiri seperti Jokowi",negative
Indonesia kacau balau,negative
Pak ....pecat fufufafa tanda  tidak lagi jadi JONGOS JOKOWI CS,negative
"Ini kan kasus kompleks ,mulai dari kebencian satu pihak dan membuat propaganda besar ,jatuhnya seperti konsep yg sudah diatur. Hanya karena Prabowo jendral saat itu ,jadi org yg cemburu dengan beliau menyalah nyalahkan beliau .",negative
"Dia ngomongnya terstruktur rapi, jauh lebih baik dari cara ngomongnya mulyono",negative
Next nya PARA POLISI OBESITAS PAK,negative
"pak prabowo presiden indonesia mohon para petani lbh di perhatikan kan,,terutama pupuk ,waktu musim tanam ,pupuk sangat sulit di dapat terutama yg subsidi",negative
"Harusnya selain membuka lahan pertanian baru, rakyat juga harus diberdayakan saya belinya lewat membuka lapangan pekerjaan baru",negative
"Seharusnya Prabowo mundur dari ketua partai, biar tidak seperti SBY",negative
Pantesan aja para abdi  ASN  aparat gampang disetir  utk mengintimidasi rakyat miskin agar memilih   wkt  2024 lalu ... ternyata mereka semua tersandera kasus KORUPSI. Yg spt ini cm terjadi di pemerintahan presiden,negative
Akibat tidak dapat posisi di pemerintahan prabowo/gibran. Jadi seperti kerasukan.,negative
Agenda Terselubung Pembentukan Gerakan Solidaritas Nasional Tim Prabowo-Gibran akan mendeklarasikan pembentukan Gerakan Solidaritas Nasional (GSN) yang beranggotakan para relawan yang tidak masuk dalam pemerintahan Prabowo. Pembentukan gerakan ini atas perintah Prabowo. Para,negative
Bro . Saya suka anda kritis. Tapi menyoal 'Censorship' yang dilakukan Aparat Pemerintahan    Bukankah Ucapan Satire  sdh masuk kategori bahayakan kepentingan nasional mengusik moralitas serta ganggu stabilitas poltik,negative
Tulisan lama (2012) ini mungkin menarik sekadar ingatkan saja pemerintahan   akan tekadnya yang Indoneaia banget: ada tulisan di kolam renang Manggarai (1978): anjing dan pribumi dilarang masuk!,negative
Hari ini akan rilis NonFarmPayroll prakiraan akan turun dari 254 K.Rilisan tingkat pengangguran diprediksi naik ke 4.2% dari 4.1%. Hari ini pertama kali di pemerintahan Prabowo-Gibran BPS rilis IHK dan PMI bulan Oktober prediksi inflasi untuk pertama kali setelah deflasi 5 bulan.,negative
Pemerintahan   kami yakin tahu persis. Era  MK sebagai new kid in bloc (tak ada di UUD 45) terus dimentahkan posisinya dalam satu dan lain cara. MK sejatinya kompatibel HAM-demokrasi Deep State MiC. Dan jangan lupa  Metode Jakarta (2023).,negative
Gimana ini pak   aturan ini udah bertentangan dgn visi pemerintahan dan bisa menyebabkan PHK masal,negative
Harapannya pemerintahan Prabowo-Gibran bisa tegas untuk menolak aturan ini. Banyak pekerja tembakau yang bergantung hidupnya di sini. Tolong jaga mereka Pak.,negative
Sikap  RI ini juga bertentangan dengan target pertumbuhan ekonomi 8% pemerintahan   . Apabila dipaksakan untuk berlaku rencana penyeragaman kemasan tanpa identitas merek justru akan mematikan ekosistem tembakau nasional yang berkontribusi besar,negative
Ketua Satuan Tugas Perumahan pemerintahan Prabowo-Gibran Hashim Djojohadikusumo membeberkan ada 37 juta rakyat yang belum memiliki rumah layak huni. Hashim menjelaskan angka ini cukup besar sebab setiap satu keluarga umumnya beranggotakan 4 hingga 5 orang.,negative
Semoga pemerintahan baru bisa lebih peduli terhadap nasib para pedang dan masyarakat kecil seperti kami,negative
Semoga aturan penyeragaman kemasan rokok polos dapat di kaji ulang oleh pemerintahan baru,negative
Semoga Pak   beserta  dan  tidak acuh terhadap masalah kami seperti pemerintahan sebelumnya,negative
ijin bertanya pak apakah bisa kop surat pemerintahan tapi isinya kampanye pilkada Nie   gimana Bu  Kata pendukung Duta bokep   PDIP Partai bersih  Bukan dengan cara culas nie loh,negative
Polemik Karangan Bunga Satir BEM FISIP Unair Aktivis 98 Nilai Ujian Awal Pemerintahan Prabowo-Gibran,negative
jangan mau dibohongi oleh pemerintahan sendiri!!!,negative
Apakah Prabowo Akan Sama dengan Jokowi Sampai saat ini pada umumnya masyarakat membaca Pemerintahan Prabowo Gibran masih dalam posisi wait and see (M Rizal Fadillah Pemerhati Politik dan Kebangsaan).  Vini Mega Najwa Shihab Padang Banda Neira Cirebon,negative
Sama sekali bertentangan dgn visi Asta Cita pemerintahan   yang ingin pertumbuhan ekonomi 8% jangan mematikan mata pencaharian kami,negative
Kamu yakin masih mau apatis dan bodo amat sama kebijakan pemerintah Kita tahu kesejahteraan dan pendidikan untuk rakyat pun juga belum merata. Apalagi sekarang kita sudah masuk ke pemerintahan baru di bawah Prabowo-Gibran.,negative
Habib Umar Al Hamid Yakin Anies akan Konsisten Jadi Oposisi Pemerintahan Prabowo-Gibran. Soal apakah Anies akan bergerak atas nama pribadi membentuk ormas atau partai politik dia menyerahkan sepenuhnya kepada cucu pahlawan nasional AR Baswedan tersebut,negative
Ini lah beda nya pemerintahan   Presiden dan Wakil Presiden sm2 bekerja satu paket  Ga akan bisa di adu domba oleh narasi2 kebencian anak abah + bani lobet,negative
Di sisi lain Presiden BEM FISIP Unair Tuffahati Ulayyah Bachtiar mengakui pihaknya akan tetap kritis terhadap pemerintahan Prabowo-Gibran.,negative
Tiktok itu mayoritas pendukung oke gas prabowo gibran wajar serangannya gila gilaan. Kuat kuatin mental klo nyerang pemerintahan di tiktok. Banyak juga bocil2 kematian di tiktok.,negative
Pernyataan Kaukus Indonesia untuk Kebebasan Akademik (KIKA) Masa Depan Kebebasan Akademik di Indonesia pada Kepemimpinan Pemerintahan Prabowo-Gibran: Mewaspadai Menguatnya Militeristik dan Bahaya Otoritarianisme.,negative
Kepala Departemen Politik dan Perubahan Sosial di CSIS Arya Fernandes mengatakan koalisi partai politik yang menyokong pemerintahan Prabowo-Gibran tidak terlalu gemuk. Ini berdasarkan jumlah kursi di parlemen dari parpol pendukung Prabowo,negative
Begitulah seharusnya. Tapi saya (dan mungkin publik juga) skeptis. Sudah gak terhitung case seperti ini terjadi ujungnya menguap. Yang terkena hanya remah remah kroco saja. Entah di jaman pemerintahan pak   ini. Akankah memberi harapan atau justru,negative
"Korupsi adalah dari rakyat untuk rakyat, kalo rakyat masih bisa di suap ,money politik masih terjadi,dan jadi wakil rakyat masih perlu biaya yang fantastis percayalah Korupsi akan tetap ada",negative
"gimana mau maju negara ini kalo rakyatnya pemikirannya kek gini,gausah membenarkan kesalahan,sedekah kok nunggu ada pemilihan",negative
PAK PRABOWO YANG TERHORMAT JANGAN MAU PAK DI JADIKAN BINEKA SAMA JOKOWIDODO TOLONG FUFUFAFA PECAT AJA DARI WAPRES ORA PANTES DIA ANAK HARAM PAK LEWAT MK NAJIS PAK INDONESIA PUNYA WAPRES DARI ANAK JOKOWI PLONGA PLONGO NGERUSAK MK DAN DEMOKRASI,negative
"PAK SAYA NITIP PESAN HAPUS KURIKULUM MERDEKA ADAKAN LAGI UN PAK, GAK LULUS TINGGAL KELAS, DARI SINI NANTI AKAN TERCIPTA SDM YANG BERKUALITAS PAK",negative
Tapi pak knapa banyak badut politik di kabinet bapak,negative
Hypeabis - Keamanan Siber Dinilai Jadi Tantangan Berat Pemerintahan Prabowo-Gibran,negative
Kritik aja kuat² sementara Pemerintahan   bekerja utk negeri. Kaum yg kalah tarung emang rewel macam bocil kalah main sama temanx,negative
PR BERAT PEMERINTAHAN PRABOWO-GIBRAN Diantaranya meletakan hukum di tempatnya sampai saat ini masih disalahgunakan untuk kepentingan pribadi dan kelompok hukum masih dijadikan permainan saja.,negative
Ya gpp juga  ga mengakui Pemerintahan   . Tapi gentle aja agar briefing buzzeRp preeettt utk mengkritisi kebijakan bukan menyerang pribadi dnk. Klean kan cuman 16% macam    VS 58%. Mikirrrr,negative
Sudah menjadi 3 menteri/setingkat yg kelihatan berpotensi jadi beban pemerintahan: Yandri Pigai dan Haikal Hasan. Kita tunggu siapa berikutnya.,negative
Jelas ungkapan yang terpendam gerombolan kadrun khilafah Wahabi salafi exFPI HTI... . Selanjutnya gerombolan kadrun khilafah dimasukkan kedalam organisasi yang dipimpinnya. . Pelajaran dari pemilu setelah reformasi kabinet 2004-2014. Pendompleng demokrasi bisa masuk pemerintahan,negative
